Filter Strip %,Till/No Till,Tilling Date,Fertilizer Composition,Spring Fertilizer Amount (kg/ha),Spring Fertilizer Date,Summer Fertilizer Amount (kg/ha),Fertilizer Application Method,Cover Crop,scenario
5,Till,15-Apr,26:13:00,1120,1-Feb,140,Injection,Winter Rye,344
0,Till,1-Apr,28:10:10,1120,1-Feb,140,Injection,Winter Rye,345
1,Till,1-Apr,28:10:10,1120,1-Feb,140,Injection,Winter Rye,346
3,Till,1-Apr,28:10:10,1120,1-Feb,140,Injection,Winter Rye,347
5,Till,1-Apr,28:10:10,1120,1-Feb,140,Injection,Winter Rye,348
0,Till,15-Apr,28:10:10,1120,1-Feb,140,Injection,Winter Rye,349
1,Till,15-Apr,28:10:10,1120,1-Feb,140,Injection,Winter Rye,350
3,Till,15-Apr,28:10:10,1120,1-Feb,140,Injection,Winter Rye,351
5,Till,15-Apr,28:10:10,1120,1-Feb,140,Injection,Winter Rye,352
0,Till,1-Apr,Dairy Manure,1120,1-Feb,140,Injection,Winter Rye,353
1,Till,1-Apr,Dairy Manure,1120,1-Feb,140,Injection,Winter Rye,354
3,Till,1-Apr,Dairy Manure,1120,1-Feb,140,Injection,Winter Rye,355
5,Till,1-Apr,Dairy Manure,1120,1-Feb,140,Injection,Winter Rye,356
0,Till,15-Apr,Dairy Manure,1120,1-Feb,140,Injection,Winter Rye,357
1,Till,15-Apr,Dairy Manure,1120,1-Feb,140,Injection,Winter Rye,358
3,Till,15-Apr,Dairy Manure,1120,1-Feb,140,Injection,Winter Rye,359
5,Till,15-Apr,Dairy Manure,1120,1-Feb,140,Injection,Winter Rye,360
0,Till,1-Apr,26:13:00,0,1-May,140,Injection,Winter Rye,361
1,Till,1-Apr,26:13:00,0,1-May,140,Injection,Winter Rye,362
3,Till,1-Apr,26:13:00,0,1-May,140,Injection,Winter Rye,363
5,Till,1-Apr,26:13:00,0,1-May,140,Injection,Winter Rye,364
0,Till,15-Apr,26:13:00,0,1-May,140,Injection,Winter Rye,365
1,Till,15-Apr,26:13:00,0,1-May,140,Injection,Winter Rye,366
3,Till,15-Apr,26:13:00,0,1-May,140,Injection,Winter Rye,367
5,Till,15-Apr,26:13:00,0,1-May,140,Injection,Winter Rye,368
0,Till,1-Apr,28:10:10,0,1-May,140,Injection,Winter Rye,369
1,Till,1-Apr,28:10:10,0,1-May,140,Injection,Winter Rye,370
3,Till,1-Apr,28:10:10,0,1-May,140,Injection,Winter Rye,371
5,Till,1-Apr,28:10:10,0,1-May,140,Injection,Winter Rye,372
0,Till,15-Apr,28:10:10,0,1-May,140,Injection,Winter Rye,373
1,Till,15-Apr,28:10:10,0,1-May,140,Injection,Winter Rye,374
3,Till,15-Apr,28:10:10,0,1-May,140,Injection,Winter Rye,375
5,Till,15-Apr,28:10:10,0,1-May,140,Injection,Winter Rye,376
0,Till,1-Apr,Dairy Manure,0,1-May,140,Injection,Winter Rye,377
1,Till,1-Apr,Dairy Manure,0,1-May,140,Injection,Winter Rye,378
3,Till,1-Apr,Dairy Manure,0,1-May,140,Injection,Winter Rye,379
5,Till,1-Apr,Dairy Manure,0,1-May,140,Injection,Winter Rye,380
0,Till,15-Apr,Dairy Manure,0,1-May,140,Injection,Winter Rye,381
1,Till,15-Apr,Dairy Manure,0,1-May,140,Injection,Winter Rye,382
3,Till,15-Apr,Dairy Manure,0,1-May,140,Injection,Winter Rye,383
5,Till,15-Apr,Dairy Manure,0,1-May,140,Injection,Winter Rye,384
0,Till,1-Apr,26:13:00,140,1-May,140,Injection,Winter Rye,385
1,Till,1-Apr,26:13:00,140,1-May,140,Injection,Winter Rye,386
3,Till,1-Apr,26:13:00,140,1-May,140,Injection,Winter Rye,387
5,Till,1-Apr,26:13:00,140,1-May,140,Injection,Winter Rye,388
0,Till,15-Apr,26:13:00,140,1-May,140,Injection,Winter Rye,389
1,Till,15-Apr,26:13:00,140,1-May,140,Injection,Winter Rye,390
3,Till,15-Apr,26:13:00,140,1-May,140,Injection,Winter Rye,391
5,Till,15-Apr,26:13:00,140,1-May,140,Injection,Winter Rye,392
0,Till,1-Apr,28:10:10,140,1-May,140,Injection,Winter Rye,393
1,Till,1-Apr,28:10:10,140,1-May,140,Injection,Winter Rye,394
3,Till,1-Apr,28:10:10,140,1-May,140,Injection,Winter Rye,395
5,Till,1-Apr,28:10:10,140,1-May,140,Injection,Winter Rye,396
0,Till,15-Apr,28:10:10,140,1-May,140,Injection,Winter Rye,397
1,Till,15-Apr,28:10:10,140,1-May,140,Injection,Winter Rye,398
3,Till,15-Apr,28:10:10,140,1-May,140,Injection,Winter Rye,399
5,Till,15-Apr,28:10:10,140,1-May,140,Injection,Winter Rye,400
0,Till,1-Apr,Dairy Manure,140,1-May,140,Injection,Winter Rye,401
1,Till,1-Apr,Dairy Manure,140,1-May,140,Injection,Winter Rye,402
3,Till,1-Apr,Dairy Manure,140,1-May,140,Injection,Winter Rye,403
5,Till,1-Apr,Dairy Manure,140,1-May,140,Injection,Winter Rye,404
0,Till,15-Apr,Dairy Manure,140,1-May,140,Injection,Winter Rye,405
1,Till,15-Apr,Dairy Manure,140,1-May,140,Injection,Winter Rye,406
3,Till,15-Apr,Dairy Manure,140,1-May,140,Injection,Winter Rye,407
5,Till,15-Apr,Dairy Manure,140,1-May,140,Injection,Winter Rye,408
0,Till,1-Apr,26:13:00,280,1-May,140,Injection,Winter Rye,409
1,Till,1-Apr,26:13:00,280,1-May,140,Injection,Winter Rye,410
3,Till,1-Apr,26:13:00,280,1-May,140,Injection,Winter Rye,411
5,Till,1-Apr,26:13:00,280,1-May,140,Injection,Winter Rye,412
0,Till,15-Apr,26:13:00,280,1-May,140,Injection,Winter Rye,413
1,Till,15-Apr,26:13:00,280,1-May,140,Injection,Winter Rye,414
3,Till,15-Apr,26:13:00,280,1-May,140,Injection,Winter Rye,415
5,Till,15-Apr,26:13:00,280,1-May,140,Injection,Winter Rye,416
0,Till,1-Apr,28:10:10,280,1-May,140,Injection,Winter Rye,417
1,Till,1-Apr,28:10:10,280,1-May,140,Injection,Winter Rye,418
3,Till,1-Apr,28:10:10,280,1-May,140,Injection,Winter Rye,419
5,Till,1-Apr,28:10:10,280,1-May,140,Injection,Winter Rye,420
0,Till,15-Apr,28:10:10,280,1-May,140,Injection,Winter Rye,421
1,Till,15-Apr,28:10:10,280,1-May,140,Injection,Winter Rye,422
3,Till,15-Apr,28:10:10,280,1-May,140,Injection,Winter Rye,423
5,Till,15-Apr,28:10:10,280,1-May,140,Injection,Winter Rye,424
0,Till,1-Apr,Dairy Manure,280,1-May,140,Injection,Winter Rye,425
1,Till,1-Apr,Dairy Manure,280,1-May,140,Injection,Winter Rye,426
3,Till,1-Apr,Dairy Manure,280,1-May,140,Injection,Winter Rye,427
5,Till,1-Apr,Dairy Manure,280,1-May,140,Injection,Winter Rye,428
0,Till,15-Apr,Dairy Manure,280,1-May,140,Injection,Winter Rye,429
1,Till,15-Apr,Dairy Manure,280,1-May,140,Injection,Winter Rye,430
3,Till,15-Apr,Dairy Manure,280,1-May,140,Injection,Winter Rye,431
5,Till,15-Apr,Dairy Manure,280,1-May,140,Injection,Winter Rye,432
0,Till,1-Apr,26:13:00,560,1-May,140,Injection,Winter Rye,433
1,Till,1-Apr,26:13:00,560,1-May,140,Injection,Winter Rye,434
3,Till,1-Apr,26:13:00,560,1-May,140,Injection,Winter Rye,435
5,Till,1-Apr,26:13:00,560,1-May,140,Injection,Winter Rye,436
0,Till,15-Apr,26:13:00,560,1-May,140,Injection,Winter Rye,437
1,Till,15-Apr,26:13:00,560,1-May,140,Injection,Winter Rye,438
3,Till,15-Apr,26:13:00,560,1-May,140,Injection,Winter Rye,439
5,Till,15-Apr,26:13:00,560,1-May,140,Injection,Winter Rye,440
0,Till,1-Apr,28:10:10,560,1-May,140,Injection,Winter Rye,441
1,Till,1-Apr,28:10:10,560,1-May,140,Injection,Winter Rye,442
3,Till,1-Apr,28:10:10,560,1-May,140,Injection,Winter Rye,443
5,Till,1-Apr,28:10:10,560,1-May,140,Injection,Winter Rye,444
0,Till,15-Apr,28:10:10,560,1-May,140,Injection,Winter Rye,445
1,Till,15-Apr,28:10:10,560,1-May,140,Injection,Winter Rye,446
3,Till,15-Apr,28:10:10,560,1-May,140,Injection,Winter Rye,447
5,Till,15-Apr,28:10:10,560,1-May,140,Injection,Winter Rye,448
0,Till,1-Apr,Dairy Manure,560,1-May,140,Injection,Winter Rye,449
1,Till,1-Apr,Dairy Manure,560,1-May,140,Injection,Winter Rye,450
3,Till,1-Apr,Dairy Manure,560,1-May,140,Injection,Winter Rye,451
5,Till,1-Apr,Dairy Manure,560,1-May,140,Injection,Winter Rye,452
0,Till,15-Apr,Dairy Manure,560,1-May,140,Injection,Winter Rye,453
1,Till,15-Apr,Dairy Manure,560,1-May,140,Injection,Winter Rye,454
3,Till,15-Apr,Dairy Manure,560,1-May,140,Injection,Winter Rye,455
5,Till,15-Apr,Dairy Manure,560,1-May,140,Injection,Winter Rye,456
0,Till,1-Apr,26:13:00,1120,1-May,140,Injection,Winter Rye,457
1,Till,1-Apr,26:13:00,1120,1-May,140,Injection,Winter Rye,458
3,Till,1-Apr,26:13:00,1120,1-May,140,Injection,Winter Rye,459
5,Till,1-Apr,26:13:00,1120,1-May,140,Injection,Winter Rye,460
0,Till,15-Apr,26:13:00,1120,1-May,140,Injection,Winter Rye,461
1,Till,15-Apr,26:13:00,1120,1-May,140,Injection,Winter Rye,462
3,Till,15-Apr,26:13:00,1120,1-May,140,Injection,Winter Rye,463
5,Till,15-Apr,26:13:00,1120,1-May,140,Injection,Winter Rye,464
0,Till,1-Apr,28:10:10,1120,1-May,140,Injection,Winter Rye,465
1,Till,1-Apr,28:10:10,1120,1-May,140,Injection,Winter Rye,466
3,Till,1-Apr,28:10:10,1120,1-May,140,Injection,Winter Rye,467
5,Till,1-Apr,28:10:10,1120,1-May,140,Injection,Winter Rye,468
0,Till,15-Apr,28:10:10,1120,1-May,140,Injection,Winter Rye,469
1,Till,15-Apr,28:10:10,1120,1-May,140,Injection,Winter Rye,470
3,Till,15-Apr,28:10:10,1120,1-May,140,Injection,Winter Rye,471
5,Till,15-Apr,28:10:10,1120,1-May,140,Injection,Winter Rye,472
0,Till,1-Apr,Dairy Manure,1120,1-May,140,Injection,Winter Rye,473
1,Till,1-Apr,Dairy Manure,1120,1-May,140,Injection,Winter Rye,474
3,Till,1-Apr,Dairy Manure,1120,1-May,140,Injection,Winter Rye,475
5,Till,1-Apr,Dairy Manure,1120,1-May,140,Injection,Winter Rye,476
0,Till,15-Apr,Dairy Manure,1120,1-May,140,Injection,Winter Rye,477
1,Till,15-Apr,Dairy Manure,1120,1-May,140,Injection,Winter Rye,478
3,Till,15-Apr,Dairy Manure,1120,1-May,140,Injection,Winter Rye,479
5,Till,15-Apr,Dairy Manure,1120,1-May,140,Injection,Winter Rye,480
0,Till,1-Apr,26:13:00,0,1-Feb,280,Injection,Winter Rye,481
1,Till,1-Apr,26:13:00,0,1-Feb,280,Injection,Winter Rye,482
3,Till,1-Apr,26:13:00,0,1-Feb,280,Injection,Winter Rye,483
5,Till,1-Apr,26:13:00,0,1-Feb,280,Injection,Winter Rye,484
0,Till,15-Apr,26:13:00,0,1-Feb,280,Injection,Winter Rye,485
1,Till,15-Apr,26:13:00,0,1-Feb,280,Injection,Winter Rye,486
3,Till,15-Apr,26:13:00,0,1-Feb,280,Injection,Winter Rye,487
5,Till,15-Apr,26:13:00,0,1-Feb,280,Injection,Winter Rye,488
0,Till,1-Apr,28:10:10,0,1-Feb,280,Injection,Winter Rye,489
1,Till,1-Apr,28:10:10,0,1-Feb,280,Injection,Winter Rye,490
3,Till,1-Apr,28:10:10,0,1-Feb,280,Injection,Winter Rye,491
5,Till,1-Apr,28:10:10,0,1-Feb,280,Injection,Winter Rye,492
0,Till,15-Apr,28:10:10,0,1-Feb,280,Injection,Winter Rye,493
1,Till,15-Apr,28:10:10,0,1-Feb,280,Injection,Winter Rye,494
3,Till,15-Apr,28:10:10,0,1-Feb,280,Injection,Winter Rye,495
5,Till,15-Apr,28:10:10,0,1-Feb,280,Injection,Winter Rye,496
0,Till,1-Apr,Dairy Manure,0,1-Feb,280,Injection,Winter Rye,497
1,Till,1-Apr,Dairy Manure,0,1-Feb,280,Injection,Winter Rye,498
3,Till,1-Apr,Dairy Manure,0,1-Feb,280,Injection,Winter Rye,499
5,Till,1-Apr,Dairy Manure,0,1-Feb,280,Injection,Winter Rye,500
0,Till,15-Apr,Dairy Manure,0,1-Feb,280,Injection,Winter Rye,501
1,Till,15-Apr,Dairy Manure,0,1-Feb,280,Injection,Winter Rye,502
3,Till,15-Apr,Dairy Manure,0,1-Feb,280,Injection,Winter Rye,503
5,Till,15-Apr,Dairy Manure,0,1-Feb,280,Injection,Winter Rye,504
0,Till,1-Apr,26:13:00,140,1-Feb,280,Injection,Winter Rye,505
1,Till,1-Apr,26:13:00,140,1-Feb,280,Injection,Winter Rye,506
3,Till,1-Apr,26:13:00,140,1-Feb,280,Injection,Winter Rye,507
5,Till,1-Apr,26:13:00,140,1-Feb,280,Injection,Winter Rye,508
0,Till,15-Apr,26:13:00,140,1-Feb,280,Injection,Winter Rye,509
1,Till,15-Apr,26:13:00,140,1-Feb,280,Injection,Winter Rye,510
3,Till,15-Apr,26:13:00,140,1-Feb,280,Injection,Winter Rye,511
5,Till,15-Apr,26:13:00,140,1-Feb,280,Injection,Winter Rye,512
0,Till,1-Apr,28:10:10,140,1-Feb,280,Injection,Winter Rye,513
1,Till,1-Apr,28:10:10,140,1-Feb,280,Injection,Winter Rye,514
3,Till,1-Apr,28:10:10,140,1-Feb,280,Injection,Winter Rye,515
5,Till,1-Apr,28:10:10,140,1-Feb,280,Injection,Winter Rye,516
0,Till,15-Apr,28:10:10,140,1-Feb,280,Injection,Winter Rye,517
1,Till,15-Apr,28:10:10,140,1-Feb,280,Injection,Winter Rye,518
3,Till,15-Apr,28:10:10,140,1-Feb,280,Injection,Winter Rye,519
5,Till,15-Apr,28:10:10,140,1-Feb,280,Injection,Winter Rye,520
0,Till,1-Apr,Dairy Manure,140,1-Feb,280,Injection,Winter Rye,521
1,Till,1-Apr,Dairy Manure,140,1-Feb,280,Injection,Winter Rye,522
3,Till,1-Apr,Dairy Manure,140,1-Feb,280,Injection,Winter Rye,523
5,Till,1-Apr,Dairy Manure,140,1-Feb,280,Injection,Winter Rye,524
0,Till,15-Apr,Dairy Manure,140,1-Feb,280,Injection,Winter Rye,525
1,Till,15-Apr,Dairy Manure,140,1-Feb,280,Injection,Winter Rye,526
3,Till,15-Apr,Dairy Manure,140,1-Feb,280,Injection,Winter Rye,527
5,Till,15-Apr,Dairy Manure,140,1-Feb,280,Injection,Winter Rye,528
0,Till,1-Apr,26:13:00,280,1-Feb,280,Injection,Winter Rye,529
1,Till,1-Apr,26:13:00,280,1-Feb,280,Injection,Winter Rye,530
3,Till,1-Apr,26:13:00,280,1-Feb,280,Injection,Winter Rye,531
5,Till,1-Apr,26:13:00,280,1-Feb,280,Injection,Winter Rye,532
0,Till,15-Apr,26:13:00,280,1-Feb,280,Injection,Winter Rye,533
1,Till,15-Apr,26:13:00,280,1-Feb,280,Injection,Winter Rye,534
3,Till,15-Apr,26:13:00,280,1-Feb,280,Injection,Winter Rye,535
5,Till,15-Apr,26:13:00,280,1-Feb,280,Injection,Winter Rye,536
0,Till,1-Apr,28:10:10,280,1-Feb,280,Injection,Winter Rye,537
1,Till,1-Apr,28:10:10,280,1-Feb,280,Injection,Winter Rye,538
3,Till,1-Apr,28:10:10,280,1-Feb,280,Injection,Winter Rye,539
5,Till,1-Apr,28:10:10,280,1-Feb,280,Injection,Winter Rye,540
0,Till,15-Apr,28:10:10,280,1-Feb,280,Injection,Winter Rye,541
1,Till,15-Apr,28:10:10,280,1-Feb,280,Injection,Winter Rye,542
3,Till,15-Apr,28:10:10,280,1-Feb,280,Injection,Winter Rye,543
5,Till,15-Apr,28:10:10,280,1-Feb,280,Injection,Winter Rye,544
0,Till,1-Apr,Dairy Manure,280,1-Feb,280,Injection,Winter Rye,545
1,Till,1-Apr,Dairy Manure,280,1-Feb,280,Injection,Winter Rye,546
3,Till,1-Apr,Dairy Manure,280,1-Feb,280,Injection,Winter Rye,547
5,Till,1-Apr,Dairy Manure,280,1-Feb,280,Injection,Winter Rye,548
0,Till,15-Apr,Dairy Manure,280,1-Feb,280,Injection,Winter Rye,549
1,Till,15-Apr,Dairy Manure,280,1-Feb,280,Injection,Winter Rye,550
3,Till,15-Apr,Dairy Manure,280,1-Feb,280,Injection,Winter Rye,551
5,Till,15-Apr,Dairy Manure,280,1-Feb,280,Injection,Winter Rye,552
0,Till,1-Apr,26:13:00,560,1-Feb,280,Injection,Winter Rye,553
1,Till,1-Apr,26:13:00,560,1-Feb,280,Injection,Winter Rye,554
3,Till,1-Apr,26:13:00,560,1-Feb,280,Injection,Winter Rye,555
5,Till,1-Apr,26:13:00,560,1-Feb,280,Injection,Winter Rye,556
0,Till,15-Apr,26:13:00,560,1-Feb,280,Injection,Winter Rye,557
1,Till,15-Apr,26:13:00,560,1-Feb,280,Injection,Winter Rye,558
3,Till,15-Apr,26:13:00,560,1-Feb,280,Injection,Winter Rye,559
5,Till,15-Apr,26:13:00,560,1-Feb,280,Injection,Winter Rye,560
0,Till,1-Apr,28:10:10,560,1-Feb,280,Injection,Winter Rye,561
1,Till,1-Apr,28:10:10,560,1-Feb,280,Injection,Winter Rye,562
3,Till,1-Apr,28:10:10,560,1-Feb,280,Injection,Winter Rye,563
5,Till,1-Apr,28:10:10,560,1-Feb,280,Injection,Winter Rye,564
0,Till,15-Apr,28:10:10,560,1-Feb,280,Injection,Winter Rye,565
1,Till,15-Apr,28:10:10,560,1-Feb,280,Injection,Winter Rye,566
3,Till,15-Apr,28:10:10,560,1-Feb,280,Injection,Winter Rye,567
5,Till,15-Apr,28:10:10,560,1-Feb,280,Injection,Winter Rye,568
0,Till,1-Apr,Dairy Manure,560,1-Feb,280,Injection,Winter Rye,569
1,Till,1-Apr,Dairy Manure,560,1-Feb,280,Injection,Winter Rye,570
3,Till,1-Apr,Dairy Manure,560,1-Feb,280,Injection,Winter Rye,571
5,Till,1-Apr,Dairy Manure,560,1-Feb,280,Injection,Winter Rye,572
0,Till,15-Apr,Dairy Manure,560,1-Feb,280,Injection,Winter Rye,573
1,Till,15-Apr,Dairy Manure,560,1-Feb,280,Injection,Winter Rye,574
3,Till,15-Apr,Dairy Manure,560,1-Feb,280,Injection,Winter Rye,575
5,Till,15-Apr,Dairy Manure,560,1-Feb,280,Injection,Winter Rye,576
0,Till,1-Apr,26:13:00,1120,1-Feb,280,Injection,Winter Rye,577
1,Till,1-Apr,26:13:00,1120,1-Feb,280,Injection,Winter Rye,578
3,Till,1-Apr,26:13:00,1120,1-Feb,280,Injection,Winter Rye,579
5,Till,1-Apr,26:13:00,1120,1-Feb,280,Injection,Winter Rye,580
0,Till,15-Apr,26:13:00,1120,1-Feb,280,Injection,Winter Rye,581
1,Till,15-Apr,26:13:00,1120,1-Feb,280,Injection,Winter Rye,582
3,Till,15-Apr,26:13:00,1120,1-Feb,280,Injection,Winter Rye,583
5,Till,15-Apr,26:13:00,1120,1-Feb,280,Injection,Winter Rye,584
0,Till,1-Apr,28:10:10,1120,1-Feb,280,Injection,Winter Rye,585
1,Till,1-Apr,28:10:10,1120,1-Feb,280,Injection,Winter Rye,586
3,Till,1-Apr,28:10:10,1120,1-Feb,280,Injection,Winter Rye,587
5,Till,1-Apr,28:10:10,1120,1-Feb,280,Injection,Winter Rye,588
0,Till,15-Apr,28:10:10,1120,1-Feb,280,Injection,Winter Rye,589
1,Till,15-Apr,28:10:10,1120,1-Feb,280,Injection,Winter Rye,590
3,Till,15-Apr,28:10:10,1120,1-Feb,280,Injection,Winter Rye,591
5,Till,15-Apr,28:10:10,1120,1-Feb,280,Injection,Winter Rye,592
0,Till,1-Apr,Dairy Manure,1120,1-Feb,280,Injection,Winter Rye,593
1,Till,1-Apr,Dairy Manure,1120,1-Feb,280,Injection,Winter Rye,594
3,Till,1-Apr,Dairy Manure,1120,1-Feb,280,Injection,Winter Rye,595
5,Till,1-Apr,Dairy Manure,1120,1-Feb,280,Injection,Winter Rye,596
0,Till,15-Apr,Dairy Manure,1120,1-Feb,280,Injection,Winter Rye,597
1,Till,15-Apr,Dairy Manure,1120,1-Feb,280,Injection,Winter Rye,598
3,Till,15-Apr,Dairy Manure,1120,1-Feb,280,Injection,Winter Rye,599
5,Till,15-Apr,Dairy Manure,1120,1-Feb,280,Injection,Winter Rye,600
0,Till,1-Apr,26:13:00,0,1-May,280,Injection,Winter Rye,601
1,Till,1-Apr,26:13:00,0,1-May,280,Injection,Winter Rye,602
3,Till,1-Apr,26:13:00,0,1-May,280,Injection,Winter Rye,603
5,Till,1-Apr,26:13:00,0,1-May,280,Injection,Winter Rye,604
0,Till,15-Apr,26:13:00,0,1-May,280,Injection,Winter Rye,605
1,Till,15-Apr,26:13:00,0,1-May,280,Injection,Winter Rye,606
3,Till,15-Apr,26:13:00,0,1-May,280,Injection,Winter Rye,607
5,Till,15-Apr,26:13:00,0,1-May,280,Injection,Winter Rye,608
0,Till,1-Apr,28:10:10,0,1-May,280,Injection,Winter Rye,609
1,Till,1-Apr,28:10:10,0,1-May,280,Injection,Winter Rye,610
3,Till,1-Apr,28:10:10,0,1-May,280,Injection,Winter Rye,611
5,Till,1-Apr,28:10:10,0,1-May,280,Injection,Winter Rye,612
0,Till,15-Apr,28:10:10,0,1-May,280,Injection,Winter Rye,613
1,Till,15-Apr,28:10:10,0,1-May,280,Injection,Winter Rye,614
3,Till,15-Apr,28:10:10,0,1-May,280,Injection,Winter Rye,615
5,Till,15-Apr,28:10:10,0,1-May,280,Injection,Winter Rye,616
0,Till,1-Apr,Dairy Manure,0,1-May,280,Injection,Winter Rye,617
1,Till,1-Apr,Dairy Manure,0,1-May,280,Injection,Winter Rye,618
3,Till,1-Apr,Dairy Manure,0,1-May,280,Injection,Winter Rye,619
5,Till,1-Apr,Dairy Manure,0,1-May,280,Injection,Winter Rye,620
0,Till,15-Apr,Dairy Manure,0,1-May,280,Injection,Winter Rye,621
1,Till,15-Apr,Dairy Manure,0,1-May,280,Injection,Winter Rye,622
3,Till,15-Apr,Dairy Manure,0,1-May,280,Injection,Winter Rye,623
5,Till,15-Apr,Dairy Manure,0,1-May,280,Injection,Winter Rye,624
0,Till,1-Apr,26:13:00,140,1-May,280,Injection,Winter Rye,625
1,Till,1-Apr,26:13:00,140,1-May,280,Injection,Winter Rye,626
3,Till,1-Apr,26:13:00,140,1-May,280,Injection,Winter Rye,627
5,Till,1-Apr,26:13:00,140,1-May,280,Injection,Winter Rye,628
0,Till,15-Apr,26:13:00,140,1-May,280,Injection,Winter Rye,629
1,Till,15-Apr,26:13:00,140,1-May,280,Injection,Winter Rye,630
3,Till,15-Apr,26:13:00,140,1-May,280,Injection,Winter Rye,631
5,Till,15-Apr,26:13:00,140,1-May,280,Injection,Winter Rye,632
0,Till,1-Apr,28:10:10,140,1-May,280,Injection,Winter Rye,633
1,Till,1-Apr,28:10:10,140,1-May,280,Injection,Winter Rye,634
3,Till,1-Apr,28:10:10,140,1-May,280,Injection,Winter Rye,635
5,Till,1-Apr,28:10:10,140,1-May,280,Injection,Winter Rye,636
0,Till,15-Apr,28:10:10,140,1-May,280,Injection,Winter Rye,637
1,Till,15-Apr,28:10:10,140,1-May,280,Injection,Winter Rye,638
3,Till,15-Apr,28:10:10,140,1-May,280,Injection,Winter Rye,639
5,Till,15-Apr,28:10:10,140,1-May,280,Injection,Winter Rye,640
0,Till,1-Apr,Dairy Manure,140,1-May,280,Injection,Winter Rye,641
1,Till,1-Apr,Dairy Manure,140,1-May,280,Injection,Winter Rye,642
3,Till,1-Apr,Dairy Manure,140,1-May,280,Injection,Winter Rye,643
5,Till,1-Apr,Dairy Manure,140,1-May,280,Injection,Winter Rye,644
0,Till,15-Apr,Dairy Manure,140,1-May,280,Injection,Winter Rye,645
1,Till,15-Apr,Dairy Manure,140,1-May,280,Injection,Winter Rye,646
3,Till,15-Apr,Dairy Manure,140,1-May,280,Injection,Winter Rye,647
5,Till,15-Apr,Dairy Manure,140,1-May,280,Injection,Winter Rye,648
0,Till,1-Apr,26:13:00,280,1-May,280,Injection,Winter Rye,649
1,Till,1-Apr,26:13:00,280,1-May,280,Injection,Winter Rye,650
3,Till,1-Apr,26:13:00,280,1-May,280,Injection,Winter Rye,651
5,Till,1-Apr,26:13:00,280,1-May,280,Injection,Winter Rye,652
0,Till,15-Apr,26:13:00,280,1-May,280,Injection,Winter Rye,653
1,Till,15-Apr,26:13:00,280,1-May,280,Injection,Winter Rye,654
3,Till,15-Apr,26:13:00,280,1-May,280,Injection,Winter Rye,655
5,Till,15-Apr,26:13:00,280,1-May,280,Injection,Winter Rye,656
0,Till,1-Apr,28:10:10,280,1-May,280,Injection,Winter Rye,657
1,Till,1-Apr,28:10:10,280,1-May,280,Injection,Winter Rye,658
3,Till,1-Apr,28:10:10,280,1-May,280,Injection,Winter Rye,659
5,Till,1-Apr,28:10:10,280,1-May,280,Injection,Winter Rye,660
0,Till,15-Apr,28:10:10,280,1-May,280,Injection,Winter Rye,661
1,Till,15-Apr,28:10:10,280,1-May,280,Injection,Winter Rye,662
3,Till,15-Apr,28:10:10,280,1-May,280,Injection,Winter Rye,663
5,Till,15-Apr,28:10:10,280,1-May,280,Injection,Winter Rye,664
0,Till,1-Apr,Dairy Manure,280,1-May,280,Injection,Winter Rye,665
1,Till,1-Apr,Dairy Manure,280,1-May,280,Injection,Winter Rye,666
3,Till,1-Apr,Dairy Manure,280,1-May,280,Injection,Winter Rye,667
5,Till,1-Apr,Dairy Manure,280,1-May,280,Injection,Winter Rye,668
0,Till,15-Apr,Dairy Manure,280,1-May,280,Injection,Winter Rye,669
1,Till,15-Apr,Dairy Manure,280,1-May,280,Injection,Winter Rye,670
3,Till,15-Apr,Dairy Manure,280,1-May,280,Injection,Winter Rye,671
5,Till,15-Apr,Dairy Manure,280,1-May,280,Injection,Winter Rye,672
0,Till,1-Apr,26:13:00,560,1-May,280,Injection,Winter Rye,673
1,Till,1-Apr,26:13:00,560,1-May,280,Injection,Winter Rye,674
3,Till,1-Apr,26:13:00,560,1-May,280,Injection,Winter Rye,675
5,Till,1-Apr,26:13:00,560,1-May,280,Injection,Winter Rye,676
0,Till,15-Apr,26:13:00,560,1-May,280,Injection,Winter Rye,677
1,Till,15-Apr,26:13:00,560,1-May,280,Injection,Winter Rye,678
3,Till,15-Apr,26:13:00,560,1-May,280,Injection,Winter Rye,679
5,Till,15-Apr,26:13:00,560,1-May,280,Injection,Winter Rye,680
0,Till,1-Apr,28:10:10,560,1-May,280,Injection,Winter Rye,681
1,Till,1-Apr,28:10:10,560,1-May,280,Injection,Winter Rye,682
3,Till,1-Apr,28:10:10,560,1-May,280,Injection,Winter Rye,683
5,Till,1-Apr,28:10:10,560,1-May,280,Injection,Winter Rye,684
0,Till,15-Apr,28:10:10,560,1-May,280,Injection,Winter Rye,685
1,Till,15-Apr,28:10:10,560,1-May,280,Injection,Winter Rye,686
3,Till,15-Apr,28:10:10,560,1-May,280,Injection,Winter Rye,687
5,Till,15-Apr,28:10:10,560,1-May,280,Injection,Winter Rye,688
0,Till,1-Apr,Dairy Manure,560,1-May,280,Injection,Winter Rye,689
1,Till,1-Apr,Dairy Manure,560,1-May,280,Injection,Winter Rye,690
3,Till,1-Apr,Dairy Manure,560,1-May,280,Injection,Winter Rye,691
5,Till,1-Apr,Dairy Manure,560,1-May,280,Injection,Winter Rye,692
0,Till,15-Apr,Dairy Manure,560,1-May,280,Injection,Winter Rye,693
